,nodeA,nodeB,weight
6629,Rick Santorum,Tony Leys,1
6630,Kevin Hardy,Rick Santorum,1
6631,Follow Jennifer Jacobs,Rick Santorum,1
6632,Andy McGuire ,Clinton,9
6633,Andy McGuire ,Rania Batrice,1
6634,Andy McGuire ,McGuire,4
6635,Andy McGuire ,Hillary Clinton,2
6636,Andy McGuire ,Martin O’Malley,1
6637,Andy McGuire ,Team Clinton,1
6638,Andy McGuire ,Matt Paul,1
6639,Andy McGuire ,Sanders,1
6640,Andy McGuire ,Steffen Schmidt,1
6641,Andy McGuire ,Dennis Goldford,1
6642,Andy McGuire ,Jill Joseph,1
6643,Andy McGuire ,Joseph,1
6644,Andy McGuire ,Tom Henderson,1
6645,Ames,Andy McGuire ,1
6646,Andy McGuire ,Hillary,1
6647,Andy McGuire ,Paige Godden,1
6648,Andy McGuire ,Tom Miller,1
6649,Andy McGuire ,Mark Challis,1
6650,Andy McGuire ,Mary Ann Dorsett,1
6651,Andy McGuire ,Dorsett,2
6652,Andy McGuire ,Charlie Szold,1
6653,Andy McGuire ,Angela Swanson-Henry,1
6654,Andy McGuire ,Tony Leys,1
6655,Andy McGuire ,Kevin Hardy,1
6656,Andy McGuire ,Follow Jennifer Jacobs,1
6657,Clinton,Rania Batrice,9
6658,Clinton,McGuire,36
6659,Clinton,Martin O’Malley,9
6660,Clinton,Team Clinton,9
6661,Clinton,Matt Paul,9
6662,Clinton,Sanders,9
6663,Clinton,Steffen Schmidt,9
6664,Clinton,Dennis Goldford,9
6665,Clinton,Jill Joseph,9
6666,Clinton,Joseph,9
6667,Clinton,Tom Henderson,9
6668,Ames,Clinton,9
6669,Clinton,Paige Godden,9
6670,Clinton,Tom Miller,9
6671,Clinton,Mark Challis,9
6672,Clinton,Mary Ann Dorsett,9
6673,Clinton,Dorsett,18
6674,Charlie Szold,Clinton,9
6675,Angela Swanson-Henry,Clinton,9
6676,Clinton,Tony Leys,9
6677,Clinton,Kevin Hardy,9
6678,Clinton,Follow Jennifer Jacobs,9
6679,McGuire,Rania Batrice,4
6680,Hillary Clinton,Rania Batrice,2
6681,Martin O’Malley,Rania Batrice,1
6682,Rania Batrice,Team Clinton,1
6683,Matt Paul,Rania Batrice,1
6684,Rania Batrice,Sanders,1
6685,Rania Batrice,Steffen Schmidt,1
6686,Dennis Goldford,Rania Batrice,1
6687,Jill Joseph,Rania Batrice,1
6688,Joseph,Rania Batrice,1
6689,Rania Batrice,Tom Henderson,1
6690,Ames,Rania Batrice,1
6691,Hillary,Rania Batrice,1
6692,Paige Godden,Rania Batrice,1
6693,Rania Batrice,Tom Miller,1
6694,Mark Challis,Rania Batrice,1
6695,Mary Ann Dorsett,Rania Batrice,1
6696,Dorsett,Rania Batrice,2
6697,Charlie Szold,Rania Batrice,1
6698,Angela Swanson-Henry,Rania Batrice,1
6699,Rania Batrice,Tony Leys,1
6700,Kevin Hardy,Rania Batrice,1
6701,Follow Jennifer Jacobs,Rania Batrice,1
6702,McGuire,McGuire,6
6703,Hillary Clinton,McGuire,8
6704,Martin O’Malley,McGuire,4
6705,McGuire,Team Clinton,4
6706,Matt Paul,McGuire,4
6707,McGuire,Sanders,4
6708,McGuire,Steffen Schmidt,4
6709,Dennis Goldford,McGuire,4
6710,Jill Joseph,McGuire,4
6711,Joseph,McGuire,4
6712,McGuire,Tom Henderson,4
6713,Ames,McGuire,4
6714,Hillary,McGuire,4
6715,McGuire,Paige Godden,4
6716,McGuire,Tom Miller,4
6717,Mark Challis,McGuire,4
6718,Mary Ann Dorsett,McGuire,4
6719,Dorsett,McGuire,8
6720,Charlie Szold,McGuire,4
6721,Angela Swanson-Henry,McGuire,4
6722,McGuire,Tony Leys,4
6723,Kevin Hardy,McGuire,4
6724,Follow Jennifer Jacobs,McGuire,4
6725,Hillary Clinton,Martin O’Malley,2
6726,Hillary Clinton,Team Clinton,2
6727,Hillary Clinton,Matt Paul,2
6728,Hillary Clinton,Sanders,2
6729,Hillary Clinton,Steffen Schmidt,2
6730,Dennis Goldford,Hillary Clinton,2
6731,Hillary Clinton,Jill Joseph,2
6732,Hillary Clinton,Joseph,2
6733,Hillary Clinton,Tom Henderson,2
6734,Ames,Hillary Clinton,2
6735,Hillary Clinton,Paige Godden,2
6736,Hillary Clinton,Tom Miller,2
6737,Hillary Clinton,Mark Challis,2
6738,Hillary Clinton,Mary Ann Dorsett,2
6739,Dorsett,Hillary Clinton,4
6740,Charlie Szold,Hillary Clinton,2
6741,Angela Swanson-Henry,Hillary Clinton,2
6742,Hillary Clinton,Tony Leys,2
6743,Hillary Clinton,Kevin Hardy,2
6744,Follow Jennifer Jacobs,Hillary Clinton,2
6745,Martin O’Malley,Team Clinton,1
6746,Martin O’Malley,Matt Paul,1
6747,Martin O’Malley,Sanders,1
6748,Martin O’Malley,Steffen Schmidt,1
6749,Dennis Goldford,Martin O’Malley,1
6750,Jill Joseph,Martin O’Malley,1
6751,Joseph,Martin O’Malley,1
6752,Martin O’Malley,Tom Henderson,1
6753,Ames,Martin O’Malley,1
6754,Hillary,Martin O’Malley,1
6755,Martin O’Malley,Paige Godden,1
6756,Martin O’Malley,Tom Miller,1
6757,Mark Challis,Martin O’Malley,1
6758,Martin O’Malley,Mary Ann Dorsett,1
6759,Dorsett,Martin O’Malley,2
6760,Charlie Szold,Martin O’Malley,1
6761,Angela Swanson-Henry,Martin O’Malley,1
6762,Martin O’Malley,Tony Leys,1
6763,Kevin Hardy,Martin O’Malley,1
6764,Follow Jennifer Jacobs,Martin O’Malley,1
6765,Matt Paul,Team Clinton,1
6766,Sanders,Team Clinton,1
6767,Steffen Schmidt,Team Clinton,1
6768,Dennis Goldford,Team Clinton,1
6769,Jill Joseph,Team Clinton,1
6770,Joseph,Team Clinton,1
6771,Team Clinton,Tom Henderson,1
6772,Ames,Team Clinton,1
6773,Hillary,Team Clinton,1
6774,Paige Godden,Team Clinton,1
6775,Team Clinton,Tom Miller,1
6776,Mark Challis,Team Clinton,1
6777,Mary Ann Dorsett,Team Clinton,1
6778,Dorsett,Team Clinton,2
6779,Charlie Szold,Team Clinton,1
6780,Angela Swanson-Henry,Team Clinton,1
6781,Team Clinton,Tony Leys,1
6782,Kevin Hardy,Team Clinton,1
6783,Follow Jennifer Jacobs,Team Clinton,1
6784,Matt Paul,Sanders,1
6785,Matt Paul,Steffen Schmidt,1
6786,Dennis Goldford,Matt Paul,1
6787,Jill Joseph,Matt Paul,1
6788,Joseph,Matt Paul,1
6789,Matt Paul,Tom Henderson,1
6790,Ames,Matt Paul,1
6791,Hillary,Matt Paul,1
6792,Matt Paul,Paige Godden,1
6793,Matt Paul,Tom Miller,1
6794,Mark Challis,Matt Paul,1
6795,Mary Ann Dorsett,Matt Paul,1
6796,Dorsett,Matt Paul,2
6797,Charlie Szold,Matt Paul,1
6798,Angela Swanson-Henry,Matt Paul,1
6799,Matt Paul,Tony Leys,1
6800,Kevin Hardy,Matt Paul,1
6801,Follow Jennifer Jacobs,Matt Paul,1
6802,Sanders,Steffen Schmidt,1
6803,Dennis Goldford,Sanders,1
6804,Jill Joseph,Sanders,1
6805,Joseph,Sanders,1
6806,Sanders,Tom Henderson,1
6807,Ames,Sanders,1
6808,Hillary,Sanders,1
6809,Paige Godden,Sanders,1
6810,Sanders,Tom Miller,1
6811,Mark Challis,Sanders,1
6812,Mary Ann Dorsett,Sanders,1
6813,Dorsett,Sanders,2
6814,Charlie Szold,Sanders,1
6815,Angela Swanson-Henry,Sanders,1
6816,Sanders,Tony Leys,1
6817,Kevin Hardy,Sanders,1
6818,Follow Jennifer Jacobs,Sanders,1
6819,Dennis Goldford,Steffen Schmidt,1
6820,Jill Joseph,Steffen Schmidt,1
6821,Joseph,Steffen Schmidt,1
6822,Steffen Schmidt,Tom Henderson,1
6823,Ames,Steffen Schmidt,1
6824,Hillary,Steffen Schmidt,1
6825,Paige Godden,Steffen Schmidt,1
6826,Steffen Schmidt,Tom Miller,1
6827,Mark Challis,Steffen Schmidt,1
6828,Mary Ann Dorsett,Steffen Schmidt,1
6829,Dorsett,Steffen Schmidt,2
6830,Charlie Szold,Steffen Schmidt,1
6831,Angela Swanson-Henry,Steffen Schmidt,1
6832,Steffen Schmidt,Tony Leys,1
6833,Kevin Hardy,Steffen Schmidt,1
6834,Follow Jennifer Jacobs,Steffen Schmidt,1
6835,Dennis Goldford,Jill Joseph,1
6836,Dennis Goldford,Joseph,1
6837,Dennis Goldford,Tom Henderson,1
6838,Ames,Dennis Goldford,1
6839,Dennis Goldford,Hillary,1
6840,Dennis Goldford,Paige Godden,1
6841,Dennis Goldford,Tom Miller,1
6842,Dennis Goldford,Mark Challis,1
6843,Dennis Goldford,Mary Ann Dorsett,1
6844,Dennis Goldford,Dorsett,2
6845,Charlie Szold,Dennis Goldford,1
6846,Angela Swanson-Henry,Dennis Goldford,1
6847,Dennis Goldford,Tony Leys,1
6848,Dennis Goldford,Kevin Hardy,1
6849,Dennis Goldford,Follow Jennifer Jacobs,1
6850,Jill Joseph,Joseph,1
6851,Jill Joseph,Tom Henderson,1
6852,Ames,Jill Joseph,1
6853,Hillary,Jill Joseph,1
6854,Jill Joseph,Paige Godden,1
6855,Jill Joseph,Tom Miller,1
6856,Jill Joseph,Mark Challis,1
6857,Jill Joseph,Mary Ann Dorsett,1
6858,Dorsett,Jill Joseph,2
6859,Charlie Szold,Jill Joseph,1
6860,Angela Swanson-Henry,Jill Joseph,1
6861,Jill Joseph,Tony Leys,1
6862,Jill Joseph,Kevin Hardy,1
6863,Follow Jennifer Jacobs,Jill Joseph,1
6864,Joseph,Tom Henderson,1
6865,Ames,Joseph,1
6866,Hillary,Joseph,1
6867,Joseph,Paige Godden,1
6868,Joseph,Tom Miller,1
6869,Joseph,Mark Challis,1
6870,Joseph,Mary Ann Dorsett,1
6871,Dorsett,Joseph,2
6872,Charlie Szold,Joseph,1
6873,Angela Swanson-Henry,Joseph,1
6874,Joseph,Tony Leys,1
6875,Joseph,Kevin Hardy,1
6876,Follow Jennifer Jacobs,Joseph,1
6877,Ames,Tom Henderson,1
6878,Hillary,Tom Henderson,1
6879,Paige Godden,Tom Henderson,1
6880,Tom Henderson,Tom Miller,1
6881,Mark Challis,Tom Henderson,1
6882,Mary Ann Dorsett,Tom Henderson,1
6883,Dorsett,Tom Henderson,2
6884,Charlie Szold,Tom Henderson,1
6885,Angela Swanson-Henry,Tom Henderson,1
6886,Tom Henderson,Tony Leys,1
6887,Kevin Hardy,Tom Henderson,1
6888,Follow Jennifer Jacobs,Tom Henderson,1
6889,Ames,Hillary,1
6890,Ames,Paige Godden,1
6891,Ames,Tom Miller,1
6892,Ames,Mark Challis,1
6893,Ames,Mary Ann Dorsett,1
6894,Ames,Dorsett,2
6895,Ames,Charlie Szold,1
6896,Ames,Angela Swanson-Henry,1
6897,Ames,Tony Leys,1
6898,Ames,Kevin Hardy,1
6899,Ames,Follow Jennifer Jacobs,1
6900,Hillary,Paige Godden,1
6901,Hillary,Tom Miller,1
6902,Hillary,Mark Challis,1
6903,Hillary,Mary Ann Dorsett,1
6904,Dorsett,Hillary,2
6905,Charlie Szold,Hillary,1
6906,Angela Swanson-Henry,Hillary,1
6907,Hillary,Tony Leys,1
6908,Hillary,Kevin Hardy,1
6909,Follow Jennifer Jacobs,Hillary,1
6910,Paige Godden,Tom Miller,1
6911,Mark Challis,Paige Godden,1
6912,Mary Ann Dorsett,Paige Godden,1
6913,Dorsett,Paige Godden,2
6914,Charlie Szold,Paige Godden,1
6915,Angela Swanson-Henry,Paige Godden,1
6916,Paige Godden,Tony Leys,1
6917,Kevin Hardy,Paige Godden,1
6918,Follow Jennifer Jacobs,Paige Godden,1
6919,Mark Challis,Tom Miller,1
6920,Mary Ann Dorsett,Tom Miller,1
6921,Dorsett,Tom Miller,2
6922,Charlie Szold,Tom Miller,1
6923,Angela Swanson-Henry,Tom Miller,1
6924,Tom Miller,Tony Leys,1
6925,Kevin Hardy,Tom Miller,1
6926,Follow Jennifer Jacobs,Tom Miller,1
6927,Mark Challis,Mary Ann Dorsett,1
6928,Dorsett,Mark Challis,2
6929,Charlie Szold,Mark Challis,1
6930,Angela Swanson-Henry,Mark Challis,1
6931,Mark Challis,Tony Leys,1
6932,Kevin Hardy,Mark Challis,1
6933,Follow Jennifer Jacobs,Mark Challis,1
6934,Dorsett,Mary Ann Dorsett,2
6935,Charlie Szold,Mary Ann Dorsett,1
6936,Angela Swanson-Henry,Mary Ann Dorsett,1
6937,Mary Ann Dorsett,Tony Leys,1
6938,Kevin Hardy,Mary Ann Dorsett,1
6939,Follow Jennifer Jacobs,Mary Ann Dorsett,1
6940,Dorsett,Dorsett,1
6941,Charlie Szold,Dorsett,2
6942,Angela Swanson-Henry,Dorsett,2
6943,Dorsett,Tony Leys,2
6944,Dorsett,Kevin Hardy,2
6945,Dorsett,Follow Jennifer Jacobs,2
6946,Angela Swanson-Henry,Charlie Szold,1
6947,Charlie Szold,Tony Leys,1
6948,Charlie Szold,Kevin Hardy,1
6949,Charlie Szold,Follow Jennifer Jacobs,1
6950,Angela Swanson-Henry,Tony Leys,1
6951,Angela Swanson-Henry,Kevin Hardy,1
6952,Angela Swanson-Henry,Follow Jennifer Jacobs,1
6953,Kevin Hardy,Tony Leys,1
6954,Follow Jennifer Jacobs,Tony Leys,1
6955,Follow Jennifer Jacobs,Kevin Hardy,1
6956,Dana Bash,Donald Trump,2
6957,Conway,Donald Trump,12
6958,Donald Trump,John Podesta,2
6959,Donald Trump,Jose Fuentes,2
6960,Donald Trump,Roger Ailes,2
6961,Dana Bash,Kellyanne Conway,1
6962,Conway,Dana Bash,6
6963,Dana Bash,Trump,16
6964,Dana Bash,Hillary Clinton,1
6965,Dana Bash,Donald Trump's,1
6966,Dana Bash,John Podesta,1
6967,Dana Bash,Jose Fuentes,1
6968,Dana Bash,Paul Manafort,1
6969,Clinton,Dana Bash,3
6970,Dana Bash,Roger Ailes,1
6971,Dana Bash,Sean Spicer,1
6972,Dana Bash,Spicer,1
6973,Dana Bash,John McCain,1
6974,Conway,Kellyanne Conway,6
6975,Donald Trump's,Kellyanne Conway,1
6976,John Podesta,Kellyanne Conway,1
6977,Jose Fuentes,Kellyanne Conway,1
6978,Kellyanne Conway,Paul Manafort,1
6979,Kellyanne Conway,Roger Ailes,1
6980,Kellyanne Conway,Sean Spicer,1
6981,Kellyanne Conway,Spicer,1
6982,John McCain,Kellyanne Conway,1
6983,Conway,Trump,96
6984,Conway,Conway,15
6985,Conway,Hillary Clinton,6
6986,Conway,Donald Trump's,6
6987,Conway,John Podesta,6
6988,Conway,Jose Fuentes,6
6989,Conway,Paul Manafort,6
6990,Clinton,Conway,18
6991,Conway,Roger Ailes,6
6992,Conway,Sean Spicer,6
6993,Conway,Spicer,6
6994,Conway,John McCain,6
6995,John Podesta,Trump,16
6996,Jose Fuentes,Trump,16
6997,Roger Ailes,Trump,16
6998,Donald Trump's,Hillary Clinton,1
6999,Hillary Clinton,John Podesta,1
7000,Hillary Clinton,Jose Fuentes,1
7001,Hillary Clinton,Roger Ailes,1
7002,Hillary Clinton,Sean Spicer,1
7003,Hillary Clinton,Spicer,1
7004,Donald Trump's,John Podesta,1
7005,Donald Trump's,Jose Fuentes,1
7006,Donald Trump's,Paul Manafort,1
7007,Clinton,Donald Trump's,3
7008,Donald Trump's,Roger Ailes,1
7009,Donald Trump's,John McCain,1
7010,John Podesta,Jose Fuentes,1
7011,John Podesta,Paul Manafort,1
7012,Clinton,John Podesta,3
7013,John Podesta,Roger Ailes,1
7014,John Podesta,Sean Spicer,1
7015,John Podesta,Spicer,1
7016,John McCain,John Podesta,1
7017,Jose Fuentes,Paul Manafort,1
7018,Clinton,Jose Fuentes,3
7019,Jose Fuentes,Roger Ailes,1
7020,Jose Fuentes,Sean Spicer,1
7021,Jose Fuentes,Spicer,1
7022,John McCain,Jose Fuentes,1
7023,Paul Manafort,Roger Ailes,1
7024,Paul Manafort,Sean Spicer,1
7025,Paul Manafort,Spicer,1
7026,John McCain,Paul Manafort,1
7027,Clinton,Roger Ailes,3
7028,Clinton,Sean Spicer,3
7029,Clinton,Spicer,3
7030,Roger Ailes,Sean Spicer,1
7031,Roger Ailes,Spicer,1
7032,John McCain,Roger Ailes,1
7033,John McCain,Sean Spicer,1
7034,John McCain,Spicer,1
7035,Hugo Chávez,Trump,18
7036,Silvio Berlusconi,Trump,18
7037,Doug Ahler ,Trump,9
7038,David Broockman,Trump,9
7039,George Packer,Trump,9
7040,Juan Perón,Trump,9
7041,Hugo Chavez,Trump,9
7042,Hitler,Trump,9
7043,Mussolini,Trump,9
7044,Nicolas Maduro,Trump,9
7045,Marine Le Pen,Trump,9
7046,Federico Finchelstein ,Trump,9
7047,Piccato ,Trump,9
7048,Hugo Chávez,Silvio Berlusconi,4
7049,Hugo Chávez,Obama,2
7050,Doug Ahler ,Hugo Chávez,2
7051,David Broockman,Hugo Chávez,2
7052,George Packer,Hugo Chávez,2
7053,Hugo Chávez,Sarah Palin,2
7054,Hugo Chávez,Juan Perón,2
7055,Hugo Chavez,Hugo Chávez,2
7056,Hitler,Hugo Chávez,2
7057,Hugo Chávez,Mussolini,2
7058,Hugo Chávez,Hugo Chávez,1
7059,Hugo Chávez,Nicolas Maduro,2
7060,Hugo Chávez,Marine Le Pen,2
7061,Federico Finchelstein ,Hugo Chávez,2
7062,Hugo Chávez,Piccato ,2
7063,Obama,Silvio Berlusconi,2
7064,Doug Ahler ,Silvio Berlusconi,2
7065,David Broockman,Silvio Berlusconi,2
7066,George Packer,Silvio Berlusconi,2
7067,Sarah Palin,Silvio Berlusconi,2
7068,Juan Perón,Silvio Berlusconi,2
7069,Hugo Chavez,Silvio Berlusconi,2
7070,Hitler,Silvio Berlusconi,2
7071,Mussolini,Silvio Berlusconi,2
7072,Silvio Berlusconi,Silvio Berlusconi,1
7073,Nicolas Maduro,Silvio Berlusconi,2
7074,Marine Le Pen,Silvio Berlusconi,2
7075,Federico Finchelstein ,Silvio Berlusconi,2
7076,Piccato ,Silvio Berlusconi,2
7077,Doug Ahler ,Obama,1
7078,David Broockman,Obama,1
7079,George Packer,Obama,1
7080,Obama,Sarah Palin,1
7081,Juan Perón,Obama,1
7082,Hugo Chavez,Obama,1
7083,Hitler,Obama,1
7084,Mussolini,Obama,1
7085,Nicolas Maduro,Obama,1
7086,Marine Le Pen,Obama,1
7087,Federico Finchelstein ,Obama,1
7088,Obama,Piccato ,1
7089,David Broockman,Doug Ahler ,1
7090,Doug Ahler ,George Packer,1
7091,Doug Ahler ,Sarah Palin,1
7092,Doug Ahler ,Juan Perón,1
7093,Doug Ahler ,Hugo Chavez,1
7094,Doug Ahler ,Hitler,1
7095,Doug Ahler ,Mussolini,1
7096,Doug Ahler ,Nicolas Maduro,1
7097,Doug Ahler ,Marine Le Pen,1
7098,Doug Ahler ,Federico Finchelstein ,1
7099,Doug Ahler ,Piccato ,1
7100,David Broockman,George Packer,1
7101,David Broockman,Sarah Palin,1
7102,David Broockman,Juan Perón,1
7103,David Broockman,Hugo Chavez,1
7104,David Broockman,Hitler,1
7105,David Broockman,Mussolini,1
7106,David Broockman,Nicolas Maduro,1
7107,David Broockman,Marine Le Pen,1
7108,David Broockman,Federico Finchelstein ,1
7109,David Broockman,Piccato ,1
7110,George Packer,Sarah Palin,1
7111,George Packer,Juan Perón,1
7112,George Packer,Hugo Chavez,1
7113,George Packer,Hitler,1
7114,George Packer,Mussolini,1
7115,George Packer,Nicolas Maduro,1
7116,George Packer,Marine Le Pen,1
7117,Federico Finchelstein ,George Packer,1
7118,George Packer,Piccato ,1
7119,Juan Perón,Sarah Palin,1
7120,Hugo Chavez,Sarah Palin,1
7121,Hitler,Sarah Palin,1
7122,Mussolini,Sarah Palin,1
7123,Nicolas Maduro,Sarah Palin,1
7124,Marine Le Pen,Sarah Palin,1
7125,Federico Finchelstein ,Sarah Palin,1
7126,Piccato ,Sarah Palin,1
7127,Hugo Chavez,Juan Perón,1
7128,Hitler,Juan Perón,1
7129,Juan Perón,Mussolini,1
7130,Juan Perón,Nicolas Maduro,1
7131,Juan Perón,Marine Le Pen,1
7132,Federico Finchelstein ,Juan Perón,1
7133,Juan Perón,Piccato ,1
7134,Hitler,Hugo Chavez,1
7135,Hugo Chavez,Mussolini,1
7136,Hugo Chavez,Nicolas Maduro,1
7137,Hugo Chavez,Marine Le Pen,1
7138,Federico Finchelstein ,Hugo Chavez,1
7139,Hugo Chavez,Piccato ,1
7140,Hitler,Mussolini,1
7141,Hitler,Nicolas Maduro,1
7142,Hitler,Marine Le Pen,1
7143,Federico Finchelstein ,Hitler,1
7144,Hitler,Piccato ,1
7145,Mussolini,Nicolas Maduro,1
7146,Marine Le Pen,Mussolini,1
7147,Federico Finchelstein ,Mussolini,1
7148,Mussolini,Piccato ,1
7149,Marine Le Pen,Nicolas Maduro,1
7150,Federico Finchelstein ,Nicolas Maduro,1
7151,Nicolas Maduro,Piccato ,1
7152,Federico Finchelstein ,Marine Le Pen,1
7153,Marine Le Pen,Piccato ,1
7154,Federico Finchelstein ,Piccato ,1
7155,Obama,Pat Toomey,12
7156,Obama,Raymond Odierno,12
7157,John Cornyn,Pat Toomey,1
7158,John Cornyn,Raymond Odierno,1
7159,John Cornyn,Lindsey Graham,1
7160,John Cornyn,Josh Earnest,1
7161,Earnest,John Cornyn,1
7162,Joe Biden,John Cornyn,1
7163,Pat Toomey,Raymond Odierno,1
7164,Lindsey Graham,Pat Toomey,1
7165,Josh Earnest,Pat Toomey,1
7166,Earnest,Pat Toomey,1
7167,Joe Biden,Pat Toomey,1
7168,Lindsey Graham,Raymond Odierno,1
7169,Josh Earnest,Raymond Odierno,1
7170,Earnest,Raymond Odierno,1
7171,Joe Biden,Raymond Odierno,1
7172,Josh Earnest,Lindsey Graham,1
7173,Earnest,Lindsey Graham,1
7174,Joe Biden,Lindsey Graham,1
7175,Earnest,Josh Earnest,1
7176,Joe Biden,Josh Earnest,1
7177,Earnest,Joe Biden,1
7178,Dan Malloy,Mike Pence,1
7179,Angie,Dan Malloy,1
7180,Dan Malloy,Mark Emmert,1
7181,Angie,Mike Pence,1
7182,Mark Emmert,Mike Pence,1
7183,Angie,Mark Emmert,1
7184,Chris Christie,Donald Trump,6
7185,Chris Christie,Jeb,18
7186,Bush,Chris Christie,30
7187,Chris Christie,George W. Bush,10
7188,Chris Christie,Trump,18
7189,Al Gore,Chris Christie,4
7190,Chris Christie,Latino,2
7191,Chris Christie,Luis Buñuel,2
7192,Chris Christie,John Kasich,2
7193,Chris Christie,Hillary,2
7194,Bernie,Chris Christie,2
7195,Chris Christie,John Dickerson,2
7196,Anthony Kennedy,Chris Christie,2
7197,Chris Christie,Obama,2
7198,Chris Christie,Garrett,4
7199,Chris Christie,Dickerson,4
7200,Chris Christie,pro-Bush,2
7201,Chris Christie,Dick Cheney,2
7202,Chris Christie,Tim Russert,2
7203,Chris Christie,Chris Christie,1
7204,Ben Carson,George W. Bush,5
7205,Al Gore,Ben Carson,2
7206,Ben Carson,Latino,1
7207,Ben Carson,Luis Buñuel,1
7208,Ben Carson,Hillary,1
7209,Ben Carson,Bernie,1
7210,Ben Carson,John Dickerson,1
7211,Anthony Kennedy,Ben Carson,1
7212,Ben Carson,Obama,1
7213,Ben Carson,Garrett,2
7214,Ben Carson,Dickerson,2
7215,Ben Carson,pro-Bush,1
7216,Ben Carson,Dick Cheney,1
7217,Ben Carson,Tim Russert,1
7218,Al Gore,Donald Trump,6
7219,Donald Trump,Latino,3
7220,Donald Trump,Luis Buñuel,3
7221,Donald Trump,Hillary,6
7222,Donald Trump,John Dickerson,4
7223,Anthony Kennedy,Donald Trump,3
7224,Donald Trump,Garrett,6
7225,Dickerson,Donald Trump,6
7226,Donald Trump,pro-Bush,3
7227,Dick Cheney,Donald Trump,3
7228,Donald Trump,Tim Russert,3
7229,Al Gore,Jeb Bush,8
7230,Jeb Bush,Latino,4
7231,Jeb Bush,Luis Buñuel,4
7232,Hillary,Jeb Bush,4
7233,Bernie,Jeb Bush,4
7234,Jeb Bush,John Dickerson,4
7235,Anthony Kennedy,Jeb Bush,4
7236,Garrett,Jeb Bush,8
7237,Dickerson,Jeb Bush,8
7238,Jeb Bush,pro-Bush,4
7239,Dick Cheney,Jeb Bush,4
7240,Jeb Bush,Tim Russert,4
7241,George W. Bush,Jeb,45
7242,Jeb,Marco Rubio,27
7243,Al Gore,Jeb,18
7244,Jeb,Rubio,81
7245,Jeb,Latino,9
7246,Jeb,Luis Buñuel,9
7247,Hillary,Jeb,9
7248,Bernie,Jeb,9
7249,Jeb,John Dickerson,9
7250,Anthony Kennedy,Jeb,9
7251,Jeb,Obama,9
7252,Garrett,Jeb,18
7253,Dickerson,Jeb,18
7254,Jeb,pro-Bush,9
7255,Dick Cheney,Jeb,9
7256,Jeb,Tim Russert,9
7257,Al Gore,Bush,30
7258,Bush,Rubio,135
7259,Bush,Latino,15
7260,Bush,Luis Buñuel,15
7261,Bush,Hillary,15
7262,Bernie,Bush,15
7263,Bush,John Dickerson,15
7264,Anthony Kennedy,Bush,15
7265,Bush,Garrett,30
7266,Bush,Dickerson,30
7267,Bush,pro-Bush,15
7268,Bush,Dick Cheney,15
7269,Bush,Tim Russert,15
7270,George W. Bush,George W. Bush,10
7271,George W. Bush,Marco Rubio,15
7272,Al Gore,George W. Bush,10
7273,George W. Bush,Rubio,45
7274,Cruz,George W. Bush,50
7275,George W. Bush,Latino,5
7276,George W. Bush,Luis Buñuel,5
7277,George W. Bush,John Kasich,5
7278,George W. Bush,Hillary,5
7279,Bernie,George W. Bush,5
7280,George W. Bush,John Dickerson,5
7281,Anthony Kennedy,George W. Bush,5
7282,Garrett,George W. Bush,10
7283,Dickerson,George W. Bush,10
7284,George W. Bush,pro-Bush,5
7285,Dick Cheney,George W. Bush,5
7286,George W. Bush,Tim Russert,5
7287,Al Gore,Trump,18
7288,Latino,Trump,9
7289,Luis Buñuel,Trump,9
7290,Hillary,Trump,12
7291,Bernie,Trump,9
7292,John Dickerson,Trump,10
7293,Anthony Kennedy,Trump,9
7294,Garrett,Trump,18
7295,Dickerson,Trump,18
7296,Trump,pro-Bush,9
7297,Dick Cheney,Trump,9
7298,Tim Russert,Trump,9
7299,Al Gore,Marco Rubio,6
7300,Latino,Marco Rubio,3
7301,Luis Buñuel,Marco Rubio,3
7302,Hillary,Marco Rubio,3
7303,Bernie,Marco Rubio,3
7304,John Dickerson,Marco Rubio,3
7305,Anthony Kennedy,Marco Rubio,3
7306,Garrett,Marco Rubio,6
7307,Dickerson,Marco Rubio,6
7308,Marco Rubio,pro-Bush,3
7309,Dick Cheney,Marco Rubio,3
7310,Marco Rubio,Tim Russert,3
7311,Al Gore,Rubio,18
7312,Al Gore,Cruz,20
7313,Al Gore,Latino,2
7314,Al Gore,Ted Cruz,6
7315,Al Gore,Luis Buñuel,2
7316,Al Gore,John Kasich,2
7317,Al Gore,Bernie,2
7318,Al Gore,John Dickerson,2
7319,Al Gore,Anthony Kennedy,2
7320,Al Gore,Obama,2
7321,Al Gore,Garrett,4
7322,Al Gore,Dickerson,4
7323,Al Gore,pro-Bush,2
7324,Al Gore,Dick Cheney,2
7325,Al Gore,Tim Russert,2
7326,Al Gore,Al Gore,1
7327,Latino,Rubio,9
7328,Luis Buñuel,Rubio,9
7329,Hillary,Rubio,9
7330,Bernie,Rubio,9
7331,John Dickerson,Rubio,9
7332,Anthony Kennedy,Rubio,9
7333,Garrett,Rubio,18
7334,Dickerson,Rubio,18
7335,Rubio,pro-Bush,9
7336,Dick Cheney,Rubio,9
7337,Rubio,Tim Russert,9
7338,Cruz,Latino,10
7339,Cruz,Luis Buñuel,10
7340,Cruz,Hillary,10
7341,Bernie,Cruz,10
7342,Cruz,John Dickerson,10
